timestamp,SBN,CN,x,y,z,T
2017-02-10-14-27-34,07,02,78018,4294944518,21788,46067
2017-02-10-14-27-34,07,03,59802,4294962929,25990,46136
2017-02-10-14-27-34,07,04,72951,4294961481,16342,45995
2017-02-10-14-27-34,07,05,61035,4294963593,21549,46061
2017-02-10-14-27-34,07,06,79342,2585,12299,46080
2017-02-10-14-27-34,07,07,65913,3685,18483,46028
2017-02-10-14-27-34,07,08,81075,1028,15049,46044
2017-02-10-14-27-34,07,09,84843,2830,9183,45999
2017-02-10-14-27-34,07,10,82416,3858,17558,46007
2017-02-10-14-27-34,07,11,67802,4294964693,16494,46076
2017-02-10-14-27-34,07,12,81270,4294957655,15827,46022
2017-02-10-14-27-34,07,13,62901,4294962668,14681,46021
2017-02-10-14-27-34,07,14,72865,4294940298,27621,46082
2017-02-10-14-27-34,07,15,75329,4294958319,17306,46034
2017-02-10-14-27-34,07,16,51273,4294955147,13894,46073
2017-02-10-14-27-34,08,01,76951,9288,7541,46046
2017-02-10-14-27-34,08,02,73268,4294964423,19442,46078
2017-02-10-14-27-34,08,03,77632,4294961943,21607,46095
2017-02-10-14-27-34,08,04,87655,4294965976,15440,46017
2017-02-10-14-27-34,08,05,75383,4294958008,22966,46039
2017-02-10-14-27-34,08,06,87849,6429,18600,46020
2017-02-10-14-27-34,08,07,95194,4294964028,19713,46025
2017-02-10-14-27-34,08,08,75973,3079,19614,46102
2017-02-10-14-27-34,08,09,75376,4294964588,15917,46013
2017-02-10-14-27-34,08,10,76043,4294959930,14724,45979
2017-02-10-14-27-34,08,11,69556,4294966536,16760,46069
2017-02-10-14-27-34,08,12,80319,4294948886,14867,46039
2017-02-10-14-27-34,08,13,78047,4294942049,17361,46050
2017-02-10-14-27-34,08,14,71457,4294961001,13753,46072
2017-02-10-14-27-34,08,15,81915,4294937103,21145,46060
2017-02-10-14-27-34,08,16,52949,5606,23102,46086
2017-02-10-14-27-34,09,01,80551,4294939125,20926,46100
2017-02-10-14-27-34,09,02,68826,4294966346,12429,46064
2017-02-10-14-27-34,09,03,68700,4294961847,20476,46065
2017-02-10-14-27-34,09,04,64796,4294954128,14903,46023
2017-02-10-14-27-34,09,05,52869,413,20038,46028
2017-02-10-14-27-34,09,06,59996,4294959697,20128,46083
2017-02-10-14-27-34,09,07,77516,4294951888,19893,46001
2017-02-10-14-27-34,09,08,69572,5061,21695,46111
2017-02-10-14-27-34,09,09,73782,14384,15747,46144
2017-02-10-14-27-34,09,10,64273,8084,22707,46031
2017-02-10-14-27-34,09,11,71415,4294964027,10900,46088
2017-02-10-14-27-34,09,12,82706,1220,14985,46081
2017-02-10-14-27-34,09,13,73851,4294948503,20313,46009
2017-02-10-14-27-34,09,14,62954,4294949335,10949,46077
2017-02-10-14-27-34,09,15,71731,4294938056,19781,46035
2017-02-10-14-27-34,09,16,64418,4294952245,14690,46014
2017-02-10-14-27-34,10,01,80367,3313,14526,46046
2017-02-10-14-27-34,10,02,86056,4294962965,21769,45976
2017-02-10-14-27-34,10,03,66605,1113,26330,45734
2017-02-10-14-27-34,10,04,71455,4294960693,22873,46044
2017-02-10-14-27-34,10,05,84985,4294963027,28441,46058
2017-02-10-14-27-34,10,06,73102,4294943890,23107,46076
2017-02-10-14-27-34,10,07,65860,4294966943,17399,46026
2017-02-10-14-27-34,10,08,80955,4294962873,18980,46032
2017-02-10-14-27-34,10,09,79797,7746,12195,46085
2017-02-10-14-27-34,10,10,89012,4294961047,21389,46076
2017-02-10-14-27-34,10,11,71432,4294944776,20597,46033
2017-02-10-14-27-34,10,12,72621,6764,13372,46006
2017-02-10-14-27-34,10,13,84278,4294956018,31547,46017
2017-02-10-14-27-34,10,14,53865,4294950757,21775,46144
2017-02-10-14-27-34,10,15,62854,7042,16524,46066
2017-02-10-14-27-34,10,16,70002,4294961923,24460,46070
2017-02-10-14-27-34,11,01,80802,4294958015,23116,46026
2017-02-10-14-27-34,11,02,87640,4294948217,20171,46104
2017-02-10-14-27-34,11,03,74720,4294960920,14257,46079
2017-02-10-14-27-34,11,04,93014,9572,20133,45991
2017-02-10-14-27-34,11,05,77915,4294959246,27758,46039
2017-02-10-14-27-34,11,06,72152,4294966704,7213,46034
2017-02-10-14-27-34,11,07,66071,4294962798,26787,46073
2017-02-10-14-27-34,11,08,94066,4294965374,20556,46106
2017-02-10-14-27-34,11,09,87990,4294964454,28661,46048
2017-02-10-14-27-34,11,10,86660,4294959919,12793,46044
2017-02-10-14-27-34,11,11,61298,3118,19321,46047
2017-02-10-14-27-34,11,12,81374,4294963393,16795,46032
2017-02-10-14-27-34,11,13,92207,4294953816,24073,45992
2017-02-10-14-27-34,11,14,103150,10507,12784,46092
2017-02-10-14-27-34,11,15,82501,4294942704,21191,46104
2017-02-10-14-27-34,11,16,85670,4294954164,13267,46081
2017-02-10-14-27-34,12,01,89876,4294965487,18472,46075
2017-02-10-14-27-34,12,02,96455,4294949189,18727,46074
2017-02-10-14-27-34,12,03,109792,4294951972,23120,46096
2017-02-10-14-27-34,12,04,88634,4294965939,22070,46028
2017-02-10-14-27-34,12,05,75749,4294940405,24022,46114
2017-02-10-14-27-34,12,06,81394,4294957613,16691,46094
2017-02-10-14-27-34,12,07,91202,3473,19199,46064
2017-02-10-14-27-34,12,08,90541,4294964441,15862,46091
2017-02-10-14-27-34,12,09,95089,4294959634,20705,46069
2017-02-10-14-27-34,12,10,81990,4294959472,18163,46029
2017-02-10-14-27-34,12,11,87016,4294959323,20484,46061
2017-02-10-14-27-34,12,12,77732,4294951713,17716,46070
2017-02-10-14-27-34,12,13,84129,4294963020,20959,46036
2017-02-10-14-27-34,12,14,86460,4294962101,14561,46042
2017-02-10-14-27-34,12,15,58755,4294962937,16146,46015
2017-02-10-14-27-34,12,16,64499,4294956831,22501,46045
2017-02-10-14-27-34,13,01,93729,3106,16113,46049
2017-02-10-14-27-34,13,02,76157,4294966536,17768,46109
2017-02-10-14-27-34,13,03,73081,5826,21707,45990
2017-02-10-14-27-34,13,04,83497,4294960556,22972,45986
2017-02-10-14-27-34,13,05,73002,4294951414,15627,46084
2017-02-10-14-27-34,13,06,96653,3467,12780,46057
2017-02-10-14-27-34,13,07,85833,4294961113,22214,46066
2017-02-10-14-27-34,13,08,72589,4294966329,24801,46089
2017-02-10-14-27-34,13,09,70634,4294956220,15518,46026
2017-02-10-14-27-34,13,10,83205,4294965214,20802,46007
2017-02-10-14-27-34,13,11,92304,4294959800,23543,45998
2017-02-10-14-27-34,13,12,85148,3665,12814,46059
2017-02-10-14-27-34,13,13,71971,4294944745,17767,46001
2017-02-10-14-27-34,13,14,79768,4294951494,23884,46046
2017-02-10-14-27-34,13,15,64892,4294951741,18634,46066
2017-02-10-14-27-34,13,16,83208,4294941885,24751,46029
2017-02-10-14-27-34,14,01,81411,2763,22324,46062
2017-02-10-14-27-34,14,02,64138,4294958816,18126,46066
2017-02-10-14-27-34,14,03,93215,4294962320,25227,46035
2017-02-10-14-27-34,14,04,85918,2326,17905,46030
2017-02-10-14-27-34,14,05,72669,2811,23480,46066
2017-02-10-14-27-34,14,06,101163,15773,10686,46089
2017-02-10-14-27-34,14,07,93516,11016,17294,46018
2017-02-10-14-27-34,14,08,85051,4294963079,26613,46113
2017-02-10-14-27-34,14,09,78281,5380,23529,46055
2017-02-10-14-27-34,14,10,96818,12135,22159,46019
2017-02-10-14-27-34,14,11,98769,4294957998,26565,46030
2017-02-10-14-27-34,14,12,82656,4294964451,19870,46020
2017-02-10-14-27-34,14,13,72920,4294954538,19840,46013
2017-02-10-14-27-34,14,14,78737,4294953458,23800,46014
2017-02-10-14-27-34,14,15,85076,4294965493,19463,46005
2017-02-10-14-27-34,14,16,79717,4294949375,20234,46030
2017-02-10-14-27-34,15,01,82718,4294960874,18293,46027
2017-02-10-14-27-34,15,02,96208,4294966274,18423,46080
2017-02-10-14-27-34,15,03,89851,4294947427,17064,46088
2017-02-10-14-27-34,15,04,91363,4294946804,24086,46005
2017-02-10-14-27-34,15,05,81520,3883,25864,46110
2017-02-10-14-27-34,15,06,87726,2247,18829,46060
2017-02-10-14-27-34,15,07,65405,4294944973,18400,46107
2017-02-10-14-27-34,15,08,75202,5256,19678,46090
2017-02-10-14-27-34,15,09,88716,11634,18786,46106
2017-02-10-14-27-34,15,10,87621,4294951183,26243,45938
2017-02-10-14-27-34,15,11,100621,5699,13984,46048
2017-02-10-14-27-34,15,12,78715,4294949319,22586,46079
2017-02-10-14-27-34,15,13,67688,4294954878,15935,46058
2017-02-10-14-27-34,15,14,85544,4294956361,20712,46098
2017-02-10-14-27-34,15,15,64415,4294956974,23435,46071
2017-02-10-14-27-34,15,16,69859,4294954173,18029,46034
2017-02-10-14-34-02,01,01,50158,4294962683,4645,46044
2017-02-10-14-34-02,01,02,72444,9045,12863,46066
2017-02-10-14-34-02,01,03,45274,4294958953,19590,46043
2017-02-10-14-34-02,01,04,67117,4025,10978,46039
2017-02-10-14-34-02,01,05,46015,4294966561,10745,46026
2017-02-10-14-34-02,01,06,56831,4294966650,14307,46000
2017-02-10-14-34-02,01,07,64078,4294957264,17870,46062
2017-02-10-14-34-02,01,08,54782,4294955862,16338,46052
2017-02-10-14-34-02,01,09,45112,3405,11649,46117
2017-02-10-14-34-02,01,10,51804,4294954336,12645,46082
2017-02-10-14-34-02,01,11,55825,4294966652,11294,46069
2017-02-10-14-34-02,01,12,51391,4294964497,15300,46085
2017-02-10-14-34-02,01,13,49816,4294951660,14126,46013
2017-02-10-14-34-02,01,14,42966,4294940494,20298,46060
2017-02-10-14-34-02,01,15,41603,15185,7471,46048
2017-02-10-14-34-02,01,16,44234,4294957587,17086,46063
2017-02-10-14-34-02,02,01,60820,4294961795,18025,46067
2017-02-10-14-34-02,02,02,56171,4294961011,10868,46118
2017-02-10-14-34-02,02,03,47257,4294959824,13669,46025
2017-02-10-14-34-02,02,04,77927,6630,14711,46007
2017-02-10-14-34-02,02,05,51335,14414,20712,45996
2017-02-10-14-34-02,02,06,71725,31406,2538,45992
2017-02-10-14-34-02,02,07,57584,4294962798,16365,46101
2017-02-10-14-34-02,02,08,46551,4294961978,20266,46051
2017-02-10-14-34-02,02,09,51449,2905,9677,46035
2017-02-10-14-34-02,02,10,68424,4294959216,19597,46044
2017-02-10-14-34-02,02,11,43762,4294961600,1489,46064
2017-02-10-14-34-02,02,12,71637,4294962496,14520,46004
2017-02-10-14-34-02,02,13,55419,4294965984,14459,46097
2017-02-10-14-34-02,02,14,46567,4294955998,18578,46045
2017-02-10-14-34-02,02,15,40887,4294964281,14844,46056
2017-02-10-14-34-02,02,16,45960,5659,6363,46108
2017-02-10-14-34-02,03,01,52943,4294952671,20148,46072
2017-02-10-14-34-02,03,02,71881,4294963710,13203,46046
2017-02-10-14-34-02,03,03,65937,514,16481,46101
2017-02-10-14-34-02,03,04,60878,4294966944,9248,46069
2017-02-10-14-34-02,03,05,71003,4294965966,24360,45973
2017-02-10-14-34-02,03,06,62147,4294963198,9974,46040
2017-02-10-14-34-02,03,07,73639,4294953687,18757,46054
2017-02-10-14-34-02,03,08,79409,4294953140,19051,46073
2017-02-10-14-34-02,03,09,63435,4294958531,15782,46080
2017-02-10-14-34-02,03,10,74027,4294951312,15623,46091
2017-02-10-14-34-02,03,11,54765,2681,17290,46135
2017-02-10-14-34-02,03,12,61928,19275,11149,46108
2017-02-10-14-34-02,03,13,57183,4294945700,15060,46061
2017-02-10-14-34-02,03,14,57105,4294954672,20939,46068
2017-02-10-14-34-02,03,15,48934,400,12485,46029
2017-02-10-14-34-02,03,16,58773,4294955678,11154,46071
2017-02-10-14-34-02,04,01,65835,6293,18852,46113
2017-02-10-14-34-02,04,02,54261,4517,10409,46092
2017-02-10-14-34-02,04,03,66388,15251,6716,46081
2017-02-10-14-34-02,04,04,60654,1123,20068,46017
2017-02-10-14-34-02,04,05,54231,9049,4657,45979
2017-02-10-14-34-02,04,06,65282,4294966482,24873,46134
2017-02-10-14-34-02,04,07,63501,4294949590,27042,46167
2017-02-10-14-34-02,04,08,73207,4294950631,20549,46047
2017-02-10-14-34-02,04,09,62886,4294966598,13278,46045
2017-02-10-14-34-02,04,10,54570,4294966737,16766,46151
2017-02-10-14-34-02,04,11,68687,5285,11562,46068
2017-02-10-14-34-02,04,12,51988,4294946582,15128,46107
2017-02-10-14-34-02,04,13,59889,7048,16951,46140
2017-02-10-14-34-02,04,14,74015,136,17177,46028
2017-02-10-14-34-02,04,15,55134,4294957982,14353,45976
2017-02-10-14-34-02,04,16,66972,4294957150,10374,46002
2017-02-10-14-34-02,05,01,55233,4294953661,11436,46042
2017-02-10-14-34-02,05,02,68910,10737,12548,46062
2017-02-10-14-34-02,05,03,67304,1416,11065,46056
2017-02-10-14-34-02,05,04,73062,4294942987,28518,46034
2017-02-10-14-34-02,05,05,66136,4998,7121,46060
2017-02-10-14-34-02,05,06,64627,4294959219,14672,46071
2017-02-10-14-34-02,05,07,61472,4294947476,20276,46051
2017-02-10-14-34-02,05,08,51608,3412,12900,46057
2017-02-10-14-34-02,05,09,72968,1813,20081,46062
2017-02-10-14-34-02,05,10,55877,4294965343,14704,45121
2017-02-10-14-34-02,05,11,66563,4294947439,20286,46057
2017-02-10-14-34-02,05,12,67038,4294954134,14700,46023
2017-02-10-14-34-02,05,13,31411,3216,11670,46045
2017-02-10-14-34-02,05,14,58303,4294957236,13850,46059
2017-02-10-14-34-02,05,15,48243,4294947134,15716,46028
2017-02-10-14-34-02,05,16,41898,4294966334,18546,46103
2017-02-10-14-34-02,06,01,70753,5521,14147,46147
2017-02-10-14-34-02,06,02,71733,4294961366,18881,46079
2017-02-10-14-34-02,06,03,68386,4294956222,21123,46007
2017-02-10-14-34-02,06,04,64307,4294956774,21268,46099
2017-02-10-14-34-02,06,05,63984,4294958416,18448,46032
2017-02-10-14-34-02,06,06,57826,18927,12320,46050
2017-02-10-14-34-02,06,07,66418,4294966035,17743,46077
2017-02-10-14-34-02,06,08,51551,4294963357,14109,46045
2017-02-10-14-34-02,06,09,69652,6779,13485,45838
2017-02-10-14-34-02,06,10,76440,13635,7792,46043
2017-02-10-14-34-02,06,11,59355,4294940013,14325,45991
2017-02-10-14-34-02,06,12,65461,4294960546,17740,46109
2017-02-10-14-34-02,06,13,64635,4294954372,22532,46032
2017-02-10-14-34-02,06,14,74625,4294949149,6619,46036
2017-02-10-14-34-02,06,15,46541,4294960941,19264,46074
2017-02-10-14-34-02,06,16,65799,4294940271,14448,46103
2017-02-10-14-34-02,07,01,76543,4294948856,18169,46134
2017-02-10-14-34-02,07,02,77830,4294944378,22122,46066
2017-02-10-14-34-02,07,03,59647,4294963383,25961,46131
2017-02-10-14-34-02,07,04,72802,4294961513,16652,45992
2017-02-10-14-34-02,07,05,60853,4294963828,21830,46064
2017-02-10-14-34-02,07,06,79482,2347,12414,46073
2017-02-10-14-34-02,07,07,65586,3423,18424,46025
2017-02-10-14-34-02,07,08,81076,922,14702,46041
2017-02-10-14-34-02,07,09,84875,2719,9196,46011
2017-02-10-14-34-02,07,10,82196,3756,17495,46006
2017-02-10-14-34-02,07,11,67486,4294964201,16250,46075
2017-02-10-14-34-02,07,12,81314,4294957884,15686,46025
2017-02-10-14-34-02,07,13,62996,4294963051,14775,46019
2017-02-10-14-34-02,07,14,72895,4294940040,27600,46086
2017-02-10-14-34-02,07,15,75070,4294958051,17487,46033
2017-02-10-14-34-02,07,16,51300,4294954930,13769,46078
2017-02-10-14-34-02,08,01,76850,9172,7742,46045
2017-02-10-14-34-02,08,02,73304,4294964599,19477,46083
2017-02-10-14-34-02,08,03,77572,4294962138,21893,46098
2017-02-10-14-34-02,08,04,87524,4294965989,15331,46017
2017-02-10-14-34-02,08,05,74950,4294958251,23056,46034
2017-02-10-14-34-02,08,06,87870,6321,18319,46015
2017-02-10-14-34-02,08,07,95305,4294964307,19830,46014
2017-02-10-14-34-02,08,08,75946,2918,19411,46107
2017-02-10-14-34-02,08,09,75493,4294964512,15844,46016
2017-02-10-14-34-02,08,10,76140,4294960222,14624,45973
2017-02-10-14-34-02,08,11,69415,4294966609,16848,46068
2017-02-10-14-34-02,08,12,80059,4294949020,14971,46049
2017-02-10-14-34-02,08,13,78011,4294941847,17237,46040
2017-02-10-14-34-02,08,14,71582,4294960936,13699,46075
2017-02-10-14-34-02,08,15,82063,4294937144,21135,46068
2017-02-10-14-34-02,08,16,52964,6113,23217,46083
2017-02-10-14-34-02,09,01,80593,4294939330,21051,46104
2017-02-10-14-34-02,09,02,68730,4294966166,12527,46062
2017-02-10-14-34-02,09,03,68869,4294961803,20471,46068
2017-02-10-14-34-02,09,04,64852,4294954296,14997,46022
2017-02-10-14-34-02,09,05,52849,505,20083,46033
2017-02-10-14-34-02,09,06,60087,4294959745,20086,46084
2017-02-10-14-34-02,09,07,77333,4294951553,19445,46004
2017-02-10-14-34-02,09,08,69535,4942,21388,46116
2017-02-10-14-34-02,09,09,74149,14267,16023,46149
2017-02-10-14-34-02,09,10,64378,8081,22664,46031
2017-02-10-14-34-02,09,11,71418,4294963692,11229,46086
2017-02-10-14-34-02,09,12,82919,902,14886,46082
2017-02-10-14-34-02,09,13,73854,4294948451,20203,46007
2017-02-10-14-34-02,09,14,62960,4294948990,11101,46071
2017-02-10-14-34-02,09,15,71956,4294938011,19821,46034
2017-02-10-14-34-02,09,16,64326,4294952272,14530,46010
2017-02-10-14-34-02,10,01,80430,3340,14344,46052
2017-02-10-14-34-02,10,02,85738,4294962611,21585,45975
2017-02-10-14-34-02,10,03,66661,1132,26012,45732
2017-02-10-14-34-02,10,04,71453,4294960451,22630,46041
2017-02-10-14-34-02,10,05,85099,4294963261,28468,46066
2017-02-10-14-34-02,10,06,73230,4294943788,23239,46073
2017-02-10-14-34-02,10,07,65773,4294967066,17418,46032
2017-02-10-14-34-02,10,08,80984,4294963131,18663,46037
2017-02-10-14-34-02,10,09,80218,7626,12230,46088
2017-02-10-14-34-02,10,10,88697,4294960946,21540,46078
2017-02-10-14-34-02,10,11,71226,4294945130,20099,46033
2017-02-10-14-34-02,10,12,72611,6562,13184,46014
2017-02-10-14-34-02,10,13,84149,4294956002,31441,46018
2017-02-10-14-34-02,10,14,53974,4294950758,21853,46145
2017-02-10-14-34-02,10,15,62924,6844,16418,46064
2017-02-10-14-34-02,10,16,70013,4294961457,24413,46070
2017-02-10-14-34-02,11,01,80719,4294958112,23137,46023
2017-02-10-14-34-02,11,02,87487,4294948274,20279,46105
2017-02-10-14-34-02,11,03,74641,4294960657,14172,46079
2017-02-10-14-34-02,11,04,93024,9906,20157,45991
2017-02-10-14-34-02,11,05,78172,4294959411,27526,46042
2017-02-10-14-34-02,11,06,72114,4294966532,7261,46037
2017-02-10-14-34-02,11,07,65814,4294962977,26749,46074
2017-02-10-14-34-02,11,08,93805,4294965354,20698,46105
2017-02-10-14-34-02,11,09,88314,4294964481,28760,46043
2017-02-10-14-34-02,11,10,86639,4294960048,12646,46044
2017-02-10-14-34-02,11,11,61800,3067,19221,46047
2017-02-10-14-34-02,11,12,81710,4294963088,16676,46030
2017-02-10-14-34-02,11,13,92133,4294953759,24234,45993
2017-02-10-14-34-02,11,14,102959,10394,12417,46089
2017-02-10-14-34-02,11,15,82444,4294942724,21228,46105
2017-02-10-14-34-02,11,16,86025,4294954216,13332,46079
2017-02-10-14-34-02,12,01,90099,4294965509,18317,46078
2017-02-10-14-34-02,12,02,96365,4294949353,18493,46077
2017-02-10-14-34-02,12,03,109678,4294952232,23423,46098
2017-02-10-14-34-02,12,04,88951,4294965992,22441,46027
2017-02-10-14-34-02,12,05,75365,4294940509,23734,46120
2017-02-10-14-34-02,12,06,81343,4294957604,16533,46098
2017-02-10-14-34-02,12,07,91037,3196,18919,46065
2017-02-10-14-34-02,12,08,90244,4294965038,15935,46091
2017-02-10-14-34-02,12,09,95184,4294959669,20959,46072
2017-02-10-14-34-02,12,10,81885,4294959455,18185,46023
2017-02-10-14-34-02,12,11,87201,4294959334,20623,46060
2017-02-10-14-34-02,12,12,77470,4294952057,17631,46068
2017-02-10-14-34-02,12,13,83689,4294962781,21003,46039
2017-02-10-14-34-02,12,14,86650,4294962040,14642,46041
2017-02-10-14-34-02,12,15,58622,4294963094,15885,46016
2017-02-10-14-34-02,12,16,64210,4294956839,22462,46051
2017-02-10-14-34-02,13,01,93736,2645,16025,46041
2017-02-10-14-34-02,13,02,75903,4294966426,18060,46110
2017-02-10-14-34-02,13,03,73179,5820,21740,45993
2017-02-10-14-34-02,13,04,83547,4294960395,23221,45986
2017-02-10-14-34-02,13,05,73199,4294951174,15987,46086
2017-02-10-14-34-02,13,06,96550,3355,12642,46058
2017-02-10-14-34-02,13,07,85847,4294961125,22163,46069
2017-02-10-14-34-02,13,08,72419,4294966460,25216,46093
2017-02-10-14-34-02,13,09,70830,4294956177,15493,46028
2017-02-10-14-34-02,13,10,83409,4294965176,20491,46006
2017-02-10-14-34-02,13,11,92533,4294959729,23438,45999
2017-02-10-14-34-02,13,12,85035,3444,12667,46069
2017-02-10-14-34-02,13,13,71907,4294944752,17865,46005
2017-02-10-14-34-02,13,14,79707,4294951200,23783,46041
2017-02-10-14-34-02,13,15,64709,4294951731,18532,46065
2017-02-10-14-34-02,13,16,83070,4294941598,24588,46030
2017-02-10-14-34-02,14,01,81358,2614,22745,46061
2017-02-10-14-34-02,14,02,64459,4294958565,18361,46063
2017-02-10-14-34-02,14,03,92921,4294962192,25109,46037
2017-02-10-14-34-02,14,04,86195,2262,18092,46030
2017-02-10-14-34-02,14,05,72907,2931,23830,46072
2017-02-10-14-34-02,14,06,101248,15865,10668,46088
2017-02-10-14-34-02,14,07,93198,11136,16942,46020
2017-02-10-14-34-02,14,08,84869,4294963223,26636,46112
2017-02-10-14-34-02,14,09,78327,5690,23654,46058
2017-02-10-14-34-02,14,10,96777,12141,22104,46023
2017-02-10-14-34-02,14,11,98717,4294957989,26227,46028
2017-02-10-14-34-02,14,12,82534,4294964877,20269,46020
2017-02-10-14-34-02,14,13,73263,4294954524,19604,46015
2017-02-10-14-34-02,14,14,78536,4294953371,23825,46017
2017-02-10-14-34-02,14,15,85203,4294965427,19507,46004
2017-02-10-14-34-02,14,16,79567,4294949378,20356,46035
2017-02-10-14-34-02,15,01,82424,4294961057,18523,46027
2017-02-10-14-34-02,15,02,96321,4294965876,18546,46083
2017-02-10-14-34-02,15,03,89609,4294947034,16915,46091
2017-02-10-14-34-02,15,04,91484,4294946824,24073,46004
2017-02-10-14-34-02,15,05,81627,3804,25828,46107
2017-02-10-14-34-02,15,06,87295,2176,18995,46059
2017-02-10-14-34-02,15,07,65817,4294944916,18207,46104
2017-02-10-14-34-02,15,08,75455,5308,19525,46100
2017-02-10-14-34-02,15,09,89241,11559,18963,46100
2017-02-10-14-34-02,15,10,87668,4294951146,26177,45940
2017-02-10-14-34-02,15,11,100164,5788,13921,46048
2017-02-10-14-34-02,15,12,78673,4294949266,22563,46079
2017-02-10-14-34-02,15,13,67952,4294954889,16381,46065
2017-02-10-14-34-02,15,14,85392,4294956451,20603,46096
2017-02-10-14-34-02,15,15,64154,4294957120,23940,46064
2017-02-10-14-34-02,15,16,69745,4294954698,17782,46037
2017-02-10-14-40-28,01,01,50070,4294962619,4898,46047
2017-02-10-14-40-28,01,02,72135,9230,12759,46065
2017-02-10-14-40-28,01,03,45440,4294958902,19549,46045
2017-02-10-14-40-28,01,04,66693,4315,10711,46041
2017-02-10-14-40-28,01,05,46114,4294966645,10606,46026
2017-02-10-14-40-28,01,06,56763,4294966298,14638,46002
2017-02-10-14-40-28,01,07,64005,4294956840,18157,46068
2017-02-10-14-40-28,01,08,54710,4294955794,16309,46054
2017-02-10-14-40-28,01,09,45113,3457,11719,46120
2017-02-10-14-40-28,01,10,52008,4294954581,12584,46079
2017-02-10-14-40-28,01,11,56033,4294966502,11354,46066
2017-02-10-14-40-28,01,12,51104,4294964815,15418,46085
2017-02-10-14-40-28,01,13,49626,4294951679,14316,46013
2017-02-10-14-40-28,01,14,43030,4294940576,20304,46062
2017-02-10-14-40-28,01,15,41656,15277,7426,46045
2017-02-10-14-40-28,01,16,44599,4294958057,17075,46062
2017-02-10-14-40-28,02,01,60500,4294961966,17858,46066
2017-02-10-14-40-28,02,02,55539,4294960932,10831,46116
2017-02-10-14-40-28,02,03,47008,4294959864,13689,46025
2017-02-10-14-40-28,02,04,78327,6558,14583,46008
2017-02-10-14-40-28,02,05,51200,14478,20789,45997
2017-02-10-14-40-28,02,06,71662,31604,2687,45996
2017-02-10-14-40-28,02,07,57737,4294962749,16225,46096
2017-02-10-14-40-28,02,08,46463,4294961810,19953,46050
2017-02-10-14-40-28,02,09,51524,2893,9662,46034
2017-02-10-14-40-28,02,10,68030,4294959141,19559,46043
2017-02-10-14-40-28,02,11,43729,4294961415,1593,46065
2017-02-10-14-40-28,02,12,71640,4294962314,14405,46006
2017-02-10-14-40-28,02,13,55327,4294965988,14336,46097
2017-02-10-14-40-28,02,14,46635,4294956355,18636,46044
2017-02-10-14-40-28,02,15,40949,4294964512,14570,46062
2017-02-10-14-40-28,02,16,45836,5959,6704,46110
2017-02-10-14-40-28,03,01,52538,4294952828,19942,46068
2017-02-10-14-40-28,03,02,71961,4294963639,13213,46048
2017-02-10-14-40-28,03,03,65757,732,16703,46103
2017-02-10-14-40-28,03,04,60549,4294966306,9021,46069
2017-02-10-14-40-28,03,05,71173,4294965761,24434,45974
2017-02-10-14-40-28,03,06,61856,4294963687,10128,46040
2017-02-10-14-40-28,03,07,73467,4294953704,18897,46055
2017-02-10-14-40-28,03,08,79206,4294953365,19095,46067
2017-02-10-14-40-28,03,09,63201,4294958608,15762,46079
2017-02-10-14-40-28,03,10,73970,4294951483,15309,46092
2017-02-10-14-40-28,03,11,54805,2728,17067,46132
2017-02-10-14-40-28,03,12,62118,19272,11042,46107
2017-02-10-14-40-28,03,13,56835,4294945466,14862,46057
2017-02-10-14-40-28,03,14,57309,4294954667,20772,46073
2017-02-10-14-40-28,03,15,48952,331,12145,46032
2017-02-10-14-40-28,03,16,58574,4294955388,11235,46075
2017-02-10-14-40-28,04,01,65907,6123,18921,46111
2017-02-10-14-40-28,04,02,54258,4541,10394,46094
2017-02-10-14-40-28,04,03,66510,15123,6824,46085
2017-02-10-14-40-28,04,04,60747,1346,20357,46020
2017-02-10-14-40-28,04,05,53864,9047,4839,45981
2017-02-10-14-40-28,04,06,65216,4294966158,24713,46138
2017-02-10-14-40-28,04,07,63405,4294949630,26652,46166
2017-02-10-14-40-28,04,08,73262,4294950589,20364,46056
2017-02-10-14-40-28,04,09,62494,4294966810,13159,46047
2017-02-10-14-40-28,04,10,54609,4294966689,16856,46151
2017-02-10-14-40-28,04,11,68939,4951,11485,46066
2017-02-10-14-40-28,04,12,51895,4294947021,14959,46104
2017-02-10-14-40-28,04,13,59904,7091,17131,46133
2017-02-10-14-40-28,04,14,74057,288,17071,46026
2017-02-10-14-40-28,04,15,54885,4294958011,14335,45975
2017-02-10-14-40-28,04,16,66940,4294957089,10217,45997
2017-02-10-14-40-28,05,01,55074,4294953502,11231,46038
2017-02-10-14-40-28,05,02,69196,11010,12541,46060
2017-02-10-14-40-28,05,03,67334,1466,11211,46054
2017-02-10-14-40-28,05,04,73244,4294942776,28442,46033
2017-02-10-14-40-28,05,05,66148,5054,7286,46060
2017-02-10-14-40-28,05,06,64506,4294958968,14358,46069
2017-02-10-14-40-28,05,07,61173,4294947515,20349,46046
2017-02-10-14-40-28,05,08,51234,3461,13215,46060
2017-02-10-14-40-28,05,09,73502,1702,20148,46065
2017-02-10-14-40-28,05,10,56044,4294965075,14713,45121
2017-02-10-14-40-28,05,11,66881,4294947506,20177,46059
2017-02-10-14-40-28,05,12,66989,4294954350,14686,46026
2017-02-10-14-40-28,05,13,31279,3006,11777,46044
